protocol,run,nGcs,nUavs,nNodes,simTime,areaSize,txRange,nodeSpeed,nodeMinSpeed,fixedNodeSpeed,nodePause,uavMinAltitude,uavMaxAltitude,txPowerDbm,rxSensitivityDbm,appStart,appStop,remoteIdEnabled,telemetry_flowCount,telemetry_successfulFlows,telemetry_txPackets,telemetry_rxPackets,telemetry_pdr,telemetry_loss,telemetry_delayMs,telemetry_throughputKbps,telemetry_offeredLoadKbps,c2Control_flowCount,c2Control_successfulFlows,c2Control_txPackets,c2Control_rxPackets,c2Control_pdr,c2Control_loss,c2Control_delayMs,c2Control_throughputKbps,c2Control_offeredLoadKbps,c2Command_flowCount,c2Command_successfulFlows,c2Command_txPackets,c2Command_rxPackets,c2Command_pdr,c2Command_loss,c2Command_delayMs,c2Command_throughputKbps,c2Command_offeredLoadKbps,totalC2_flowCount,totalC2_successfulFlows,totalC2_txPackets,totalC2_rxPackets,totalC2_pdr,totalC2_loss,totalC2_delayMs,totalC2_throughputKbps,totalC2_offeredLoadKbps,video_flowCount,video_successfulFlows,video_txPackets,video_rxPackets,video_pdr,video_loss,video_delayMs,video_throughputKbps,video_offeredLoadKbps,routing_flowEntries,routing_activeEntries,routing_txPackets,routing_rxPackets,routing_txBytes,routing_rxBytes,routing_offeredLoadKbps,routingBytesPerDeliveredAppByte,routingPacketsPerDeliveredAppPacket,remoteId_txPackets,remoteId_rxCopies,remoteId_txBytes,remoteId_rxBytes,remoteId_avgReceivers,remoteId_receptionRatio,remoteId_offeredLoadKbps,remoteId_receivedCopyLoadKbps
AODV,1,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1744,1335,76.548165,23.451835,499.661806,23.801143,31.093029,5,5,6885,4755,69.063181,30.936819,41.362506,49.995429,72.390857,5,5,247,178,72.064777,27.935223,106.597711,3.173486,4.403657,10,10,7132,4933,69.167134,30.832866,43.716422,53.168914,76.794514,5,5,398,225,56.532663,43.467337,1106.129095,27.051429,47.850971,19,17,60,57,2548,2404,0.291200,0.002799,0.009241,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,2,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,4,1744,1217,69.782110,30.217890,225.518375,21.697371,31.093029,5,4,6885,4587,66.623094,33.376906,7.052384,48.229029,72.390857,5,4,337,238,70.623145,29.376855,0.190795,4.243200,6.008229,10,8,7222,4825,66.809748,33.190252,6.713926,52.472229,78.399086,5,4,306,237,77.450980,22.549020,0.654423,28.494171,36.789943,17,17,49,47,2150,2054,0.245714,0.002393,0.007804,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,3,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1744,1231,70.584862,29.415138,386.394944,21.946971,31.093029,5,5,6885,4633,67.291213,32.708787,11.523095,48.712686,72.390857,5,4,187,117,62.566845,37.433155,0.155387,2.085943,3.333943,10,9,7072,4750,67.166290,32.833710,11.243091,50.798629,75.724800,5,5,412,320,77.669903,22.330097,349.251952,38.473143,49.534171,17,16,39,38,1686,1638,0.192686,0.001732,0.006189,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,4,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1744,940,53.899083,46.100917,897.816511,16.758857,31.093029,5,5,6885,3140,45.606391,54.393609,40.650980,33.014857,72.390857,5,4,253,117,46.245059,53.754941,0.139760,2.085943,4.510629,10,9,7138,3257,45.629028,54.370972,39.195710,35.100800,76.901486,5,5,439,316,71.981777,28.018223,1087.490809,37.992229,52.780343,11,11,18,18,804,804,0.091886,0.001023,0.003988,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,5,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1744,1329,76.204128,23.795872,63.782136,23.694171,31.093029,5,5,6885,3867,56.165577,43.834423,138.682339,40.658743,72.390857,5,5,181,109,60.220994,39.779006,0.722564,1.943314,3.226971,10,10,7066,3976,56.269459,43.730541,134.900243,42.602057,75.617829,5,5,310,220,70.967742,29.032258,57.290586,26.450286,37.270857,20,19,74,70,3172,3052,0.362514,0.003909,0.013394,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,1,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2391,85.760402,14.239598,132.964262,42.628114,49.706057,8,8,11004,9661,87.795347,12.204653,19.697090,101.578514,115.699200,8,8,367,328,89.373297,10.626703,0.291462,5.847771,6.543086,16,16,11371,9989,87.846276,12.153724,19.059884,107.426286,122.242286,8,8,550,496,90.181818,9.818182,401.651619,59.633371,66.125714,56,52,383,341,16744,14850,1.913600,0.009126,0.029745,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,2,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2391,85.760402,14.239598,29.351997,42.628114,49.706057,8,8,11004,9362,85.078153,14.921847,12.261846,98.434743,115.699200,8,8,346,321,92.774566,7.225434,14.926429,5.722971,6.168686,16,16,11350,9683,85.312775,14.687225,12.350179,104.157714,121.867886,8,8,410,389,94.878049,5.121951,0.796943,46.768914,49.293714,56,55,290,276,12838,12208,1.467200,0.007580,0.023269,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,3,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2485,89.131994,10.868006,28.667713,44.304000,49.706057,8,8,11004,9639,87.595420,12.404580,8.974797,101.347200,115.699200,8,8,417,383,91.846523,8.153477,5.696792,6.828343,7.434514,16,16,11421,10022,87.750635,12.249365,8.849525,108.175543,123.133714,8,8,515,424,82.330097,17.669903,10.364786,50.976914,61.917714,52,52,238,236,10484,10388,1.198171,0.005889,0.018405,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,4,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2103,75.430416,24.569584,328.915034,37.493486,49.706057,8,8,11004,9070,82.424573,17.575427,21.683058,95.364571,115.699200,8,8,307,236,76.872964,23.127036,0.915424,4.207543,5.473371,16,16,11311,9306,82.273893,17.726107,21.156391,99.572114,121.172571,8,8,484,365,75.413223,24.586777,543.871889,43.883429,58.190629,47,44,299,247,13476,11046,1.540114,0.008511,0.025395,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,5,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2141,76.793400,23.206600,143.551574,38.170971,49.706057,8,8,11004,8061,73.255180,26.744820,19.598419,84.755657,115.699200,8,8,442,348,78.733032,21.266968,1.381397,6.204343,7.880229,16,16,11446,8409,73.466713,26.533287,18.844522,90.960000,123.579429,8,8,623,494,79.293740,20.706260,425.316456,59.392914,74.902400,45,45,211,211,9418,9418,1.076343,0.005709,0.019105,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2635,75.674899,24.325101,150.158287,46.978286,62.079086,10,10,13745,9923,72.193525,27.806475,3.535378,104.333257,144.518857,10,9,374,302,80.748663,19.251337,0.297547,5.384229,6.667886,20,19,14119,10225,72.420143,27.579857,3.439748,109.717486,151.186743,10,9,805,595,73.913043,26.086957,16.818461,71.536000,96.784000,71,65,350,311,15660,13840,1.789714,0.007842,0.026013,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,3132,89.948306,10.051694,5.798649,55.839086,62.079086,10,10,13745,13084,95.190979,4.809021,8.360564,137.568914,144.518857,10,10,416,390,93.750000,6.250000,14.789479,6.953143,7.416686,20,20,14161,13474,95.148648,4.851352,8.546646,144.522057,151.935543,10,10,858,760,88.578089,11.421911,2.736993,91.373714,103.156114,93,91,668,625,29842,27900,3.410514,0.011690,0.038466,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2704,77.656519,22.343481,12.507078,48.208457,62.079086,10,10,13745,12498,90.927610,9.072390,11.547704,131.407543,144.518857,10,10,466,425,91.201717,8.798283,4.694570,7.577143,8.308114,20,20,14211,12923,90.936598,9.063402,11.322325,138.984686,152.826971,10,10,670,539,80.447761,19.552239,6.550121,64.803200,80.553143,84,79,810,761,35608,33336,4.069486,0.016149,0.050105,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2430,69.787478,30.212522,38.480603,43.323429,62.079086,10,10,13745,9808,71.356857,28.643143,21.963704,103.124114,144.518857,10,10,459,336,73.202614,26.797386,11.298026,5.990400,8.183314,20,20,14204,10144,71.416502,28.583498,21.610424,109.114514,152.702171,10,10,735,489,66.530612,33.469388,74.145506,58.791771,88.368000,68,67,527,478,24046,21726,2.748114,0.013010,0.040343,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,3249,93.308443,6.691557,30.436753,57.925029,62.079086,10,10,13745,12843,93.437614,6.562386,15.400929,135.034971,144.518857,10,10,446,409,91.704036,8.295964,25.690879,7.291886,7.951543,20,20,14191,13252,93.383130,6.616870,15.718510,142.326857,152.470400,10,10,581,564,97.074010,2.925990,5.081983,67.808914,69.852800,58,54,349,307,15736,13762,1.798400,0.006709,0.020451,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,1,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3497,83.740421,16.259579,124.621780,62.346514,74.452114,12,12,16482,15058,91.360272,8.639728,24.574862,158.324114,173.296457,12,12,542,501,92.435424,7.564576,51.768079,8.932114,9.663086,24,24,17024,15559,91.394502,8.605498,25.450484,167.256229,182.959543,12,12,724,636,87.845304,12.154696,69.251178,76.465371,87.045486,113,107,920,799,41196,35886,4.708114,0.015383,0.046719,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,2,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3936,94.252874,5.747126,8.622628,70.173257,74.452114,12,12,16482,15639,94.885329,5.114671,3.251252,164.432914,173.296457,12,12,636,608,95.597484,4.402516,0.603152,10.839771,11.338971,24,24,17118,16247,94.911789,5.088211,3.152154,175.272686,184.635429,12,12,996,907,91.064257,8.935743,13.219398,109.047314,119.747657,100,99,614,601,27404,26806,3.131886,0.008835,0.029113,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,3,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3778,90.469349,9.530651,13.352968,67.356343,74.452114,12,12,16482,14968,90.814222,9.185778,11.896674,157.377829,173.296457,12,12,624,578,92.628205,7.371795,23.365920,10.304914,11.125029,24,24,17106,15546,90.880393,9.119607,12.323101,167.682743,184.421486,12,12,844,756,89.573460,10.426540,0.880129,90.892800,101.472914,107,102,671,647,29916,28800,3.418971,0.010490,0.033416,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,4,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3638,87.116858,12.883142,34.312690,64.860343,74.452114,12,12,16482,13743,83.381871,16.618129,9.053044,144.497829,173.296457,12,12,606,504,83.168317,16.831683,3.359971,8.985600,10.804114,24,24,17088,14247,83.374298,16.625702,8.851647,153.483429,184.100571,12,12,700,590,84.285714,15.714286,25.848357,70.934857,84.160000,101,100,730,714,31678,30926,3.620343,0.012515,0.039513,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,5,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3239,77.562261,22.437739,87.337087,57.746743,74.452114,12,12,16482,13556,82.247300,17.752700,5.701486,142.531657,173.296457,12,12,622,535,86.012862,13.987138,0.455584,9.538286,11.089371,24,24,17104,14091,82.384238,17.615762,5.502313,152.069943,184.385829,12,12,630,483,76.666667,23.333333,32.686225,58.070400,75.744000,124,117,1117,736,48430,32682,5.534857,0.020661,0.062707,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,1,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4772,91.522823,8.477177,13.218432,85.077943,92.958171,15,15,20580,18437,89.586978,10.413022,8.098540,193.851886,216.384000,15,15,723,639,88.381743,11.618257,0.586185,11.392457,12.890057,30,30,21303,19076,89.546073,10.453927,7.846894,205.244343,229.274057,14,14,1128,1071,94.946809,5.053191,2.287796,128.764800,135.617829,176,170,1995,1910,89342,85416,10.210514,0.024364,0.080059,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,2,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4111,78.845416,21.154584,78.939786,73.293257,92.958171,15,15,20580,17645,85.738581,14.261419,4.196457,185.524571,216.384000,15,14,667,591,88.605697,11.394303,2.258792,10.536686,11.891657,30,29,21247,18236,85.828588,14.171412,4.133661,196.061257,228.275657,15,14,1224,1054,86.111111,13.888889,1.942679,126.720914,147.159771,159,149,1226,1046,54224,46562,6.197029,0.015646,0.052391,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,3,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4888,93.747603,6.252397,115.561763,87.146057,92.958171,15,15,20580,18984,92.244898,7.755102,7.426443,199.603200,216.384000,15,15,700,662,94.571429,5.428571,15.522296,11.802514,12.480000,30,30,21280,19646,92.321429,7.678571,7.699245,211.405714,228.864000,15,15,1175,1138,96.851064,3.148936,307.885810,136.820114,141.268571,180,177,1452,1397,65004,62622,7.429029,0.017064,0.056560,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,4,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4826,92.558496,7.441504,11.580827,86.040686,92.958171,15,15,20580,19081,92.716229,7.283771,8.500105,200.623086,216.384000,15,15,717,662,92.329149,7.670851,2.670429,11.802514,12.783086,30,30,21297,19743,92.703198,7.296802,8.304631,212.425600,229.167086,15,15,906,853,94.150110,5.849890,2.522651,102.554971,108.927086,179,174,1877,1774,85300,80548,9.748571,0.024309,0.073834,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV,5,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4733,90.774837,9.225163,62.254166,84.382629,92.958171,15,15,20580,19178,93.187561,6.812439,6.432512,201.642971,216.384000,15,15,685,640,93.430657,6.569343,0.993753,11.410286,12.212571,30,30,21265,19818,93.195391,6.804609,6.256874,213.053257,228.596571,14,13,1446,1297,89.695712,10.304288,1.499871,155.936457,173.850514,166,160,1612,1515,72382,67960,8.272229,0.018246,0.062365,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,1,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1289,1065,82.622188,17.377812,8.805870,18.987429,22.981029,5,5,5101,4265,83.611057,16.388943,2.499665,44.843429,53.633371,5,5,169,151,89.349112,10.650888,0.210831,2.692114,3.013029,10,10,5270,4416,83.795066,16.204934,2.421401,47.535543,56.646400,5,4,227,137,60.352423,39.647577,0.813777,16.471314,27.291886,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,2,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,4,4,1150,998,86.782609,13.217391,1.014781,17.792914,20.502857,5,4,4651,3964,85.228983,14.771017,1.851496,41.678629,48.901943,4,4,227,205,90.308370,9.691630,0.406606,3.654857,4.047086,9,8,4878,4169,85.465355,14.534645,1.780447,45.333486,52.949029,4,4,237,209,88.185654,11.814346,0.722885,25.127771,28.494171,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,3,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1232,1062,86.201299,13.798701,8.962052,18.933943,21.964800,5,5,4919,4245,86.298028,13.701972,1.869473,44.633143,51.719771,5,4,123,112,91.056911,8.943089,1.071163,1.996800,2.192914,10,9,5042,4357,86.414121,13.585879,1.848952,46.629943,53.912686,5,5,320,295,92.187500,7.812500,0.641165,35.467429,38.473143,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,4,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,4,865,700,80.924855,19.075145,0.560801,12.480000,15.421714,5,5,3569,2876,80.582796,19.417204,0.531488,30.239086,37.525486,5,4,143,107,74.825175,25.174825,1.278388,1.907657,2.549486,10,9,3712,2983,80.360991,19.639009,0.558280,32.146743,40.074971,5,3,277,224,80.866426,19.133574,0.505430,26.931200,33.303314,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,5,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1324,1086,82.024169,17.975831,0.834399,19.361829,23.605029,5,5,5304,4266,80.429864,19.570136,2.579277,44.853943,55.767771,5,5,140,105,75.000000,25.000000,1.150260,1.872000,2.496000,10,10,5444,4371,80.290228,19.709772,2.544949,46.725943,58.263771,5,4,227,204,89.867841,10.132159,0.580525,24.526629,27.291886,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,1,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2609,1883,72.173246,27.826754,1.148732,33.571200,46.514743,8,8,9941,7108,71.501861,28.498139,4.124678,74.735543,104.522514,8,8,331,208,62.839879,37.160121,2.155976,3.708343,5.901257,16,16,10272,7316,71.222741,28.777259,4.068706,78.443886,110.423771,8,8,508,343,67.519685,32.480315,0.864761,41.238400,61.076114,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,2,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2390,1627,68.075314,31.924686,11.264817,29.007086,42.610286,8,8,9388,5494,58.521517,41.478483,4.776700,57.765486,98.708114,8,7,304,156,51.315789,48.684211,1.711920,2.781257,5.419886,16,15,9692,5650,58.295501,41.704499,4.692079,60.546743,104.128000,8,7,377,294,77.984085,22.015915,0.655749,35.347200,45.326171,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,3,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2523,1958,77.606025,22.393975,8.287739,34.908343,44.981486,8,8,9543,7697,80.655978,19.344022,3.357910,80.928457,100.337829,8,8,350,286,81.714286,18.285714,1.997510,5.098971,6.240000,16,16,9893,7983,80.693420,19.306580,3.309172,86.027429,106.577829,8,7,458,300,65.502183,34.497817,0.749935,36.068571,55.064686,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,4,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2483,1898,76.439791,23.560209,5.576308,33.838629,44.268343,8,8,9729,7575,77.860006,22.139994,3.992722,79.645714,102.293486,8,8,255,188,73.725490,26.274510,3.683045,3.351771,4.546286,16,16,9984,7763,77.754407,22.245593,3.985222,82.997486,106.839771,8,7,386,317,82.124352,17.875648,0.811152,38.112457,46.408229,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,5,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2098,1571,74.880839,25.119161,5.028516,28.008686,37.404343,8,8,8463,6133,72.468392,27.531608,4.782369,64.484114,88.982400,8,8,374,264,70.588235,29.411765,1.441780,4.706743,6.667886,16,16,8837,6397,72.388820,27.611180,4.644505,69.190857,95.650286,8,7,472,286,60.593220,39.406780,0.782552,34.385371,56.747886,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,2779,2099,75.530766,24.469234,3.235152,37.422171,49.545600,10,10,10526,8055,76.524796,23.475204,4.716193,84.692571,110.673371,9,9,313,230,73.482428,26.517572,2.037638,4.100571,5.580343,19,19,10839,8285,76.436941,23.563059,4.641834,88.793143,116.253714,10,9,676,528,78.106509,21.893491,0.840565,63.480686,81.274514,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3377,2631,77.909387,22.090613,7.524576,46.906971,60.207086,10,10,13174,10227,77.630181,22.369819,7.539700,107.529600,138.515200,10,10,392,299,76.275510,23.724490,4.286768,5.330743,6.988800,20,20,13566,10526,77.591036,22.408964,7.447298,112.860343,145.504000,10,10,817,679,83.108935,16.891065,1.026337,81.635200,98.226743,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3186,2742,86.064030,13.935970,2.883794,48.885943,56.801829,10,10,12447,10289,82.662489,17.337511,5.941891,108.181486,130.871314,10,10,407,344,84.520885,15.479115,3.385109,6.133029,7.256229,20,20,12854,10633,82.721332,17.278668,5.859173,114.314514,138.127543,10,10,651,557,85.560676,14.439324,1.337707,66.967314,78.268800,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,2391,1793,74.989544,25.010456,7.347369,31.966629,42.628114,10,10,9005,6995,77.679067,22.320933,4.415115,73.547429,94.681143,10,10,300,229,76.333333,23.666667,0.425577,4.082743,5.348571,20,20,9305,7224,77.635680,22.364320,4.288647,77.630171,100.029714,10,10,446,342,76.681614,23.318386,12.286747,41.118171,53.621943,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3280,2572,78.414634,21.585366,1.779443,45.855086,58.477714,10,10,13231,10089,76.252740,23.747260,6.244095,106.078629,139.114514,10,10,425,302,71.058824,28.941176,5.150855,5.384229,7.577143,20,20,13656,10391,76.091095,23.908905,6.212321,111.462857,146.691657,10,10,557,479,85.996409,14.003591,1.064394,57.589486,66.967314,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,1,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,3914,2874,73.428717,26.571283,1.928500,51.239314,69.781029,12,12,15474,11821,76.392659,23.607341,6.083144,124.289371,162.698057,12,12,483,383,79.296066,20.703934,4.124066,6.828343,8.611200,24,24,15957,12204,76.480541,23.519459,6.021662,131.117714,171.309257,11,9,712,515,72.331461,27.668539,0.950393,61.917714,85.602743,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,2,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,3934,3019,76.741230,23.258770,5.985433,53.824457,70.137600,12,12,15585,12087,77.555342,22.444658,6.775982,127.086171,163.865143,12,12,614,475,77.361564,22.638436,3.913051,8.468571,10.946743,24,24,16199,12562,77.547997,22.452003,6.667728,135.554743,174.811886,12,12,966,773,80.020704,19.979296,1.063361,92.936686,116.140800,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
OLSR,3,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,3777,2706,71.644162,28.355838,10.502243,48.244114,67.338514,12,12,14836,11914,80.304664,19.695336,6.798713,125.267200,155.989943,12,12,556,467,83.992806,16.007194,2.328868,8.325943,9.912686,24,24,15392,12381,80.437890,19.562110,6.630115,133.593143,165.902629,12,12,756,583,77.116402,22.883598,1.167287,70.093257,90.892800,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
