protocol,run,nGcs,nUavs,nNodes,simTime,areaSize,txRange,nodeSpeed,nodeMinSpeed,fixedNodeSpeed,nodePause,mobilityModel,randomWalkTime,gaussMarkovAlpha,gaussMarkovTimeStep,groupRadius,uavMinAltitude,uavMaxAltitude,txPowerDbm,rxSensitivityDbm,appStart,appStop,remoteIdEnabled,telemetry_flowCount,telemetry_successfulFlows,telemetry_txPackets,telemetry_rxPackets,telemetry_pdr,telemetry_loss,telemetry_delayMs,telemetry_throughputKbps,telemetry_offeredLoadKbps,c2Control_flowCount,c2Control_successfulFlows,c2Control_txPackets,c2Control_rxPackets,c2Control_pdr,c2Control_loss,c2Control_delayMs,c2Control_throughputKbps,c2Control_offeredLoadKbps,c2Command_flowCount,c2Command_successfulFlows,c2Command_txPackets,c2Command_rxPackets,c2Command_pdr,c2Command_loss,c2Command_delayMs,c2Command_throughputKbps,c2Command_offeredLoadKbps,totalC2_flowCount,totalC2_successfulFlows,totalC2_txPackets,totalC2_rxPackets,totalC2_pdr,totalC2_loss,totalC2_delayMs,totalC2_throughputKbps,totalC2_offeredLoadKbps,video_flowCount,video_successfulFlows,video_txPackets,video_rxPackets,video_pdr,video_loss,video_delayMs,video_throughputKbps,video_offeredLoadKbps,routing_flowEntries,routing_activeEntries,routing_txPackets,routing_rxPackets,routing_txBytes,routing_rxBytes,routing_offeredLoadKbps,routingBytesPerDeliveredAppByte,routingPacketsPerDeliveredAppPacket,remoteId_txPackets,remoteId_rxCopies,remoteId_txBytes,remoteId_rxBytes,remoteId_avgReceivers,remoteId_receptionRatio,remoteId_offeredLoadKbps,remoteId_receivedCopyLoadKbps
QSPU,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2749,78.948880,21.051120,8.029342,49.010743,62.079086,10,10,13745,12834,93.372135,6.627865,3.525509,134.940343,144.518857,10,10,416,393,94.471154,5.528846,0.625224,7.006629,7.416686,20,20,14161,13227,93.404421,6.595579,3.439336,141.946971,151.935543,10,10,858,638,74.358974,25.641026,20.120027,76.705829,103.156114,91,88,1126,1015,62292,55418,7.119086,0.026597,0.067774,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,3082,88.512349,11.487651,97.765690,54.947657,62.079086,10,10,13745,12619,91.807930,8.192070,16.410044,132.679771,144.518857,10,10,466,424,90.987124,9.012876,45.368492,7.559314,8.308114,20,20,14211,13043,91.781015,8.218985,17.351421,140.239086,152.826971,10,10,670,600,89.552239,10.447761,16.597716,72.137143,80.553143,79,76,708,670,41900,39552,4.788571,0.017913,0.042332,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2056,59.046525,40.953475,165.264433,36.655543,62.079086,10,10,13745,9627,70.040015,29.959985,47.045442,101.221029,144.518857,10,10,459,346,75.381264,24.618736,127.364886,6.168686,8.183314,20,20,14204,9973,70.212616,29.787384,49.832018,107.389714,152.702171,10,10,735,443,60.272109,39.727891,90.311842,53.261257,88.368000,75,71,1331,1210,72804,65316,8.320457,0.042170,0.106719,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,3186,91.499138,8.500862,59.438227,56.801829,62.079086,10,10,13745,12773,92.928338,7.071662,9.127988,134.298971,144.518857,10,10,446,401,89.910314,10.089686,11.178397,7.149257,7.951543,20,20,14191,13174,92.833486,7.166514,9.190400,141.448229,152.470400,10,10,581,550,94.664372,5.335628,2.523511,66.125714,69.852800,65,61,703,651,44208,41148,5.052343,0.019110,0.041573,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,3,3482,162,4.652499,95.347501,77.417888,2.888229,62.079086,10,3,13745,533,3.877774,96.122226,10.795006,5.604114,144.518857,10,2,542,24,4.428044,95.571956,0.206231,0.427886,9.663086,20,5,14287,557,3.898649,96.101351,10.338757,6.032000,154.181943,10,2,911,46,5.049396,94.950604,0.690470,5.530514,109.528229,10,10,39,39,1928,1928,0.220343,0.015248,0.050980,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,6,3482,957,27.484204,72.515796,124.200303,17.061943,62.079086,10,6,13745,3452,25.114587,74.885413,5.711376,36.295314,144.518857,10,6,461,180,39.045553,60.954447,0.260290,3.209143,8.218971,20,12,14206,3632,25.566662,74.433338,5.441223,39.504457,152.737829,10,6,878,274,31.207289,68.792711,210.457622,32.942629,105.560686,18,18,212,210,13948,13822,1.594057,0.017809,0.043594,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,5,3482,1660,47.673751,52.326249,1.332231,29.595429,62.079086,10,5,13745,6807,49.523463,50.476537,1.564525,71.570743,144.518857,10,5,431,164,38.051044,61.948956,0.419508,2.923886,7.684114,20,10,14176,6971,49.174661,50.825339,1.537587,74.494629,152.202971,10,5,1045,398,38.086124,61.913876,1.228718,47.850971,125.638857,22,21,486,473,30082,29308,3.437943,0.022627,0.053827,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,9,3482,2529,72.630672,27.369328,145.420393,45.088457,62.079086,10,9,13745,9465,68.861404,31.138596,11.464457,99.517714,144.518857,10,9,497,354,71.227364,28.772636,7.279740,6.311314,8.860800,20,18,14242,9819,68.943969,31.056031,11.313588,105.829029,153.379657,10,9,922,700,75.921909,24.078091,68.859025,84.160000,110.850743,36,36,785,778,45258,44910,5.172343,0.022003,0.060162,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2356,67.662263,32.337737,362.112282,42.004114,62.079086,10,10,13745,9500,69.116042,30.883958,4.703817,99.885714,144.518857,10,9,488,351,71.926230,28.073770,0.336378,6.257829,8.700343,20,19,14233,9851,69.212394,30.787606,4.548201,106.143543,153.219200,10,10,673,419,62.258544,37.741456,100.503688,50.375771,80.913829,29,27,372,346,25064,23126,2.864457,0.014429,0.029463,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1955,56.145893,43.854107,366.208169,34.854857,62.079086,10,10,13745,7353,53.495817,46.504183,9.843406,77.311543,144.518857,10,10,494,301,60.931174,39.068826,3.480259,5.366400,8.807314,20,20,14239,7654,53.753775,46.246225,9.593170,82.677943,153.326171,10,9,885,597,67.457627,32.542373,428.028706,71.776457,106.402286,55,53,480,470,28342,27750,3.239086,0.017110,0.047031,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2593,74.468696,25.531304,110.393472,46.229486,62.079086,10,10,13745,9848,71.647872,28.352128,26.795462,103.544686,144.518857,10,10,512,330,64.453125,35.546875,9.938962,5.883429,9.128229,20,20,14257,10178,71.389493,28.610507,26.248926,109.428114,153.647086,10,10,674,528,78.338279,21.661721,133.728843,63.480686,81.034057,70,67,844,819,42842,41402,4.896229,0.022343,0.063463,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1953,56.088455,43.911545,523.135500,34.819200,62.079086,10,10,13745,7073,51.458712,48.541288,3.095673,74.367543,144.518857,10,9,506,282,55.731225,44.268775,0.347633,5.027657,9.021257,20,19,14251,7355,51.610413,48.389587,2.990309,79.395200,153.540114,10,10,939,529,56.336528,43.663472,583.962942,63.600914,112.894629,52,50,396,384,23032,22336,2.632229,0.014803,0.040256,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1745,50.114877,49.885123,789.816214,31.110857,62.079086,10,10,13745,5687,41.375045,58.624955,37.655525,59.794743,144.518857,10,8,500,202,40.400000,59.600000,0.454672,3.601371,8.914286,20,18,14245,5889,41.340821,58.659179,36.379490,63.396114,153.433143,10,10,626,345,55.111821,44.888179,593.852708,41.478857,75.263086,52,49,866,693,45988,38586,5.255771,0.038649,0.108535,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1953,56.088455,43.911545,681.140528,34.819200,62.079086,10,10,13745,7303,53.132048,46.867952,45.799899,76.785829,144.518857,10,9,488,257,52.663934,47.336066,13.316469,4.581943,8.700343,20,19,14233,7560,53.115998,46.884002,44.695634,81.367771,153.219200,10,8,613,363,59.216966,40.783034,403.299673,43.642971,73.700114,66,63,514,474,31446,28904,3.593829,0.022485,0.052045,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2607,74.870764,25.129236,1.950435,46.479086,62.079086,10,10,13745,10260,74.645326,25.354674,2.149521,107.876571,144.518857,10,10,529,404,76.370510,23.629490,0.281053,7.202743,9.431314,20,20,14274,10664,74.709262,25.290738,2.078735,115.079314,153.950171,10,10,789,567,71.863118,28.136882,0.553009,68.169600,94.860343,93,90,577,501,33504,29016,3.829029,0.016668,0.041697,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2411,69.241815,30.758185,280.934228,42.984686,62.079086,10,10,13745,8974,65.289196,34.710804,6.362388,94.355200,144.518857,10,10,446,346,77.578475,22.421525,14.819461,6.168686,7.951543,20,20,14191,9320,65.675428,34.324572,6.676352,100.523886,152.470400,10,10,825,420,50.909091,49.090909,82.433060,50.496000,99.188571,107,102,759,698,40876,37426,4.671543,0.024080,0.062464,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,9,3482,551,15.824239,84.175761,0.656455,9.823543,62.079086,10,10,13745,5567,40.502001,59.497999,12.382976,58.533029,144.518857,10,9,486,156,32.098765,67.901235,0.447841,2.781257,8.664686,20,19,14231,5723,40.215024,59.784976,12.057643,61.314286,153.183543,10,5,883,114,12.910532,87.089468,0.533211,13.706057,106.161829,106,90,846,426,48156,22294,5.503543,0.064867,0.132436,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,2,3482,45,1.292361,98.707639,0.459706,0.802286,62.079086,10,9,13745,908,6.606039,93.393961,7.548088,9.546971,144.518857,10,1,458,5,1.091703,98.908297,0.122951,0.089143,8.165486,20,10,14203,913,6.428219,93.571781,7.507425,9.636114,152.684343,10,0,956,0,0.000000,100.000000,nan,0.000000,114.938514,92,74,991,518,61048,31868,6.976914,0.668389,1.034447,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,7,3482,323,9.276278,90.723722,0.775767,5.758629,62.079086,10,10,13745,6977,50.760276,49.239724,12.462713,73.358171,144.518857,10,10,446,195,43.721973,56.278027,6.397485,3.476571,7.951543,20,20,14191,7172,50.539074,49.460926,12.297805,76.834743,152.470400,10,3,689,21,3.047896,96.952104,0.695901,2.524800,82.837486,104,90,1321,723,72028,37476,8.231771,0.096710,0.175758,0,0,0,0,0.000000,0.000000,0.000000,0.000000
